%2A.aln.sam	%2A	sebastes_spp
negative2_S191_L001_R1_001.fastq.gz.aln.sam	negative2_S191_L001_R1_001.fastq.gz	sebastes_spp
negative3_S287_L001_R1_001.fastq.gz.aln.sam	negative3_S287_L001_R1_001.fastq.gz	sebastes_spp
negative4_S383_L001_R1_001.fastq.gz.aln.sam	negative4_S383_L001_R1_001.fastq.gz	sebastes_spp
OR120717-03-01_S33_L001_R1_001.fastq.gz.aln.sam	OR120717-03-01_S33_L001_R1_001.fastq.gz	sebastes_spp
OR120717-03-03_S34_L001_R1_001.fastq.gz.aln.sam	OR120717-03-03_S34_L001_R1_001.fastq.gz	sebastes_spp
OR120717-03-05_S74_L001_R1_001.fastq.gz.aln.sam	OR120717-03-05_S74_L001_R1_001.fastq.gz	sebastes_spp
OR120717-03-06_S35_L001_R1_001.fastq.gz.aln.sam	OR120717-03-06_S35_L001_R1_001.fastq.gz	sebastes_spp
OR120717-03-07_S36_L001_R1_001.fastq.gz.aln.sam	OR120717-03-07_S36_L001_R1_001.fastq.gz	sebastes_spp
OR120717-03-09_S37_L001_R1_001.fastq.gz.aln.sam	OR120717-03-09_S37_L001_R1_001.fastq.gz	sebastes_spp
OR130717-01-01_S42_L001_R1_001.fastq.gz.aln.sam	OR130717-01-01_S42_L001_R1_001.fastq.gz	sebastes_spp
OR130717-04-04_S43_L001_R1_001.fastq.gz.aln.sam	OR130717-04-04_S43_L001_R1_001.fastq.gz	sebastes_spp
OR130827-01-02_S49_L001_R1_001.fastq.gz.aln.sam	OR130827-01-02_S49_L001_R1_001.fastq.gz	sebastes_spp
OR130827-01-04_S50_L001_R1_001.fastq.gz.aln.sam	OR130827-01-04_S50_L001_R1_001.fastq.gz	sebastes_spp
OR130827-01-06_S51_L001_R1_001.fastq.gz.aln.sam	OR130827-01-06_S51_L001_R1_001.fastq.gz	sebastes_spp
OR130827-02-05_S52_L001_R1_001.fastq.gz.aln.sam	OR130827-02-05_S52_L001_R1_001.fastq.gz	sebastes_spp
OR130827-02-09_S53_L001_R1_001.fastq.gz.aln.sam	OR130827-02-09_S53_L001_R1_001.fastq.gz	sebastes_spp
OR130827-03-03_S54_L001_R1_001.fastq.gz.aln.sam	OR130827-03-03_S54_L001_R1_001.fastq.gz	sebastes_spp
OR130827-04-03_S55_L001_R1_001.fastq.gz.aln.sam	OR130827-04-03_S55_L001_R1_001.fastq.gz	sebastes_spp
OR130827-04-05_S56_L001_R1_001.fastq.gz.aln.sam	OR130827-04-05_S56_L001_R1_001.fastq.gz	sebastes_spp
OR130827-04-07_S57_L001_R1_001.fastq.gz.aln.sam	OR130827-04-07_S57_L001_R1_001.fastq.gz	sebastes_spp
OR130827-04-09_S58_L001_R1_001.fastq.gz.aln.sam	OR130827-04-09_S58_L001_R1_001.fastq.gz	sebastes_spp
OR140722-04-01_S72_L001_R1_001.fastq.gz.aln.sam	OR140722-04-01_S72_L001_R1_001.fastq.gz	sebastes_spp
OR150713-01-08_S106_L001_R1_001.fastq.gz.aln.sam	OR150713-01-08_S106_L001_R1_001.fastq.gz	sebastes_spp
OR150713-01-10_S107_L001_R1_001.fastq.gz.aln.sam	OR150713-01-10_S107_L001_R1_001.fastq.gz	sebastes_spp
OR150713-01-16_S109_L001_R1_001.fastq.gz.aln.sam	OR150713-01-16_S109_L001_R1_001.fastq.gz	sebastes_spp
OR150713-02-06_S111_L001_R1_001.fastq.gz.aln.sam	OR150713-02-06_S111_L001_R1_001.fastq.gz	sebastes_spp
OR150713-03-07_S112_L001_R1_001.fastq.gz.aln.sam	OR150713-03-07_S112_L001_R1_001.fastq.gz	sebastes_spp
OR150713-04-06_S113_L001_R1_001.fastq.gz.aln.sam	OR150713-04-06_S113_L001_R1_001.fastq.gz	sebastes_spp
OR150713-04-10_S114_L001_R1_001.fastq.gz.aln.sam	OR150713-04-10_S114_L001_R1_001.fastq.gz	sebastes_spp
OR150713-04-14_S115_L001_R1_001.fastq.gz.aln.sam	OR150713-04-14_S115_L001_R1_001.fastq.gz	sebastes_spp
OR150713-04-17_S116_L001_R1_001.fastq.gz.aln.sam	OR150713-04-17_S116_L001_R1_001.fastq.gz	sebastes_spp
OR150825-01-06_S120_L001_R1_001.fastq.gz.aln.sam	OR150825-01-06_S120_L001_R1_001.fastq.gz	sebastes_spp
OR150825-01-08_S121_L001_R1_001.fastq.gz.aln.sam	OR150825-01-08_S121_L001_R1_001.fastq.gz	sebastes_spp
OR150825-01-10_S122_L001_R1_001.fastq.gz.aln.sam	OR150825-01-10_S122_L001_R1_001.fastq.gz	sebastes_spp
OR150825-02-02_S123_L001_R1_001.fastq.gz.aln.sam	OR150825-02-02_S123_L001_R1_001.fastq.gz	sebastes_spp
OR150825-04-02_S124_L001_R1_001.fastq.gz.aln.sam	OR150825-04-02_S124_L001_R1_001.fastq.gz	sebastes_spp
OR160713-01-04_S360_L001_R1_001.fastq.gz.aln.sam	OR160713-01-04_S360_L001_R1_001.fastq.gz	sebastes_spp
OR160713-01-14_S361_L001_R1_001.fastq.gz.aln.sam	OR160713-01-14_S361_L001_R1_001.fastq.gz	sebastes_spp
OR160713-03-01_S362_L001_R1_001.fastq.gz.aln.sam	OR160713-03-01_S362_L001_R1_001.fastq.gz	sebastes_spp
OR160726-02-01_S141_L001_R1_001.fastq.gz.aln.sam	OR160726-02-01_S141_L001_R1_001.fastq.gz	sebastes_spp
OR160726-02-03_S142_L001_R1_001.fastq.gz.aln.sam	OR160726-02-03_S142_L001_R1_001.fastq.gz	sebastes_spp
OR160726-02-05_S143_L001_R1_001.fastq.gz.aln.sam	OR160726-02-05_S143_L001_R1_001.fastq.gz	sebastes_spp
OR160726-02-07_S144_L001_R1_001.fastq.gz.aln.sam	OR160726-02-07_S144_L001_R1_001.fastq.gz	sebastes_spp
OR160726-02-09_S145_L001_R1_001.fastq.gz.aln.sam	OR160726-02-09_S145_L001_R1_001.fastq.gz	sebastes_spp
OR160726-03-02_S146_L001_R1_001.fastq.gz.aln.sam	OR160726-03-02_S146_L001_R1_001.fastq.gz	sebastes_spp
OR160726-03-04_S147_L001_R1_001.fastq.gz.aln.sam	OR160726-03-04_S147_L001_R1_001.fastq.gz	sebastes_spp
OR160726-03-06_S148_L001_R1_001.fastq.gz.aln.sam	OR160726-03-06_S148_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-02_S149_L001_R1_001.fastq.gz.aln.sam	OR160726-04-02_S149_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-04_S150_L001_R1_001.fastq.gz.aln.sam	OR160726-04-04_S150_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-06_S151_L001_R1_001.fastq.gz.aln.sam	OR160726-04-06_S151_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-08_S152_L001_R1_001.fastq.gz.aln.sam	OR160726-04-08_S152_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-10_S153_L001_R1_001.fastq.gz.aln.sam	OR160726-04-10_S153_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-12_S154_L001_R1_001.fastq.gz.aln.sam	OR160726-04-12_S154_L001_R1_001.fastq.gz	sebastes_spp
OR160726-04-14_S155_L001_R1_001.fastq.gz.aln.sam	OR160726-04-14_S155_L001_R1_001.fastq.gz	sebastes_spp
OR160810-04-01_S368_L001_R1_001.fastq.gz.aln.sam	OR160810-04-01_S368_L001_R1_001.fastq.gz	sebastes_spp
OR170503-03-03_S215_L001_R1_001.fastq.gz.aln.sam	OR170503-03-03_S215_L001_R1_001.fastq.gz	sebastes_spp
OR170518-02-02_S218_L001_R1_001.fastq.gz.aln.sam	OR170518-02-02_S218_L001_R1_001.fastq.gz	sebastes_spp
OR170627-03-06_S224_L001_R1_001.fastq.gz.aln.sam	OR170627-03-06_S224_L001_R1_001.fastq.gz	sebastes_spp
OR170713-01-01_S225_L001_R1_001.fastq.gz.aln.sam	OR170713-01-01_S225_L001_R1_001.fastq.gz	sebastes_spp
OR170915-04-02_S236_L001_R1_001.fastq.gz.aln.sam	OR170915-04-02_S236_L001_R1_001.fastq.gz	sebastes_spp
OR180503-04-02_S237_L001_R1_001.fastq.gz.aln.sam	OR180503-04-02_S237_L001_R1_001.fastq.gz	sebastes_spp
OR180629-01-24_S250_L001_R1_001.fastq.gz.aln.sam	OR180629-01-24_S250_L001_R1_001.fastq.gz	sebastes_spp
OR180629-01-25_S376_L001_R1_001.fastq.gz.aln.sam	OR180629-01-25_S376_L001_R1_001.fastq.gz	sebastes_spp
OR180629-04-08_S251_L001_R1_001.fastq.gz.aln.sam	OR180629-04-08_S251_L001_R1_001.fastq.gz	sebastes_spp
OR180629-04-10_S252_L001_R1_001.fastq.gz.aln.sam	OR180629-04-10_S252_L001_R1_001.fastq.gz	sebastes_spp
OR180629-04-12_S253_L001_R1_001.fastq.gz.aln.sam	OR180629-04-12_S253_L001_R1_001.fastq.gz	sebastes_spp
OR180629-04-14_S254_L001_R1_001.fastq.gz.aln.sam	OR180629-04-14_S254_L001_R1_001.fastq.gz	sebastes_spp
OR180629-04-16_S255_L001_R1_001.fastq.gz.aln.sam	OR180629-04-16_S255_L001_R1_001.fastq.gz	sebastes_spp
OR180629-04-18_S256_L001_R1_001.fastq.gz.aln.sam	OR180629-04-18_S256_L001_R1_001.fastq.gz	sebastes_spp
OR180717-04-03_S257_L001_R1_001.fastq.gz.aln.sam	OR180717-04-03_S257_L001_R1_001.fastq.gz	sebastes_spp
OR180717-04-05_S258_L001_R1_001.fastq.gz.aln.sam	OR180717-04-05_S258_L001_R1_001.fastq.gz	sebastes_spp
OR180731-02-01_S260_L001_R1_001.fastq.gz.aln.sam	OR180731-02-01_S260_L001_R1_001.fastq.gz	sebastes_spp
OR190617-04-19_S273_L001_R1_001.fastq.gz.aln.sam	OR190617-04-19_S273_L001_R1_001.fastq.gz	sebastes_spp
OR190617-04-20_S379_L001_R1_001.fastq.gz.aln.sam	OR190617-04-20_S379_L001_R1_001.fastq.gz	sebastes_spp
OR190705-04-16_S274_L001_R1_001.fastq.gz.aln.sam	OR190705-04-16_S274_L001_R1_001.fastq.gz	sebastes_spp
OR190705-04-19_S275_L001_R1_001.fastq.gz.aln.sam	OR190705-04-19_S275_L001_R1_001.fastq.gz	sebastes_spp
OR190719-02-05_S313_L001_R1_001.fastq.gz.aln.sam	OR190719-02-05_S313_L001_R1_001.fastq.gz	sebastes_spp
OR190719-02-21_S310_L001_R1_001.fastq.gz.aln.sam	OR190719-02-21_S310_L001_R1_001.fastq.gz	sebastes_spp
OR190719-04-18_S311_L001_R1_001.fastq.gz.aln.sam	OR190719-04-18_S311_L001_R1_001.fastq.gz	sebastes_spp
OR190719-04-26_S314_L001_R1_001.fastq.gz.aln.sam	OR190719-04-26_S314_L001_R1_001.fastq.gz	sebastes_spp
OR190719-04-32_S315_L001_R1_001.fastq.gz.aln.sam	OR190719-04-32_S315_L001_R1_001.fastq.gz	sebastes_spp
OR190719-04-38_S316_L001_R1_001.fastq.gz.aln.sam	OR190719-04-38_S316_L001_R1_001.fastq.gz	sebastes_spp
OR190719-04-43_S382_L001_R1_001.fastq.gz.aln.sam	OR190719-04-43_S382_L001_R1_001.fastq.gz	sebastes_spp
OR190730-02-05_S322_L001_R1_001.fastq.gz.aln.sam	OR190730-02-05_S322_L001_R1_001.fastq.gz	sebastes_spp
OR190730-04-10_S323_L001_R1_001.fastq.gz.aln.sam	OR190730-04-10_S323_L001_R1_001.fastq.gz	sebastes_spp
OR190730-04-18_S324_L001_R1_001.fastq.gz.aln.sam	OR190730-04-18_S324_L001_R1_001.fastq.gz	sebastes_spp
OR190816-03-01_S336_L001_R1_001.fastq.gz.aln.sam	OR190816-03-01_S336_L001_R1_001.fastq.gz	sebastes_spp
OR190816-04-02_S337_L001_R1_001.fastq.gz.aln.sam	OR190816-04-02_S337_L001_R1_001.fastq.gz	sebastes_spp
OR190816-04-05_S338_L001_R1_001.fastq.gz.aln.sam	OR190816-04-05_S338_L001_R1_001.fastq.gz	sebastes_spp
OR190816-04-08_S339_L001_R1_001.fastq.gz.aln.sam	OR190816-04-08_S339_L001_R1_001.fastq.gz	sebastes_spp
OR190829-01-01_S340_L001_R1_001.fastq.gz.aln.sam	OR190829-01-01_S340_L001_R1_001.fastq.gz	sebastes_spp
RR140701-04-03_S71_L001_R1_001.fastq.gz.aln.sam	RR140701-04-03_S71_L001_R1_001.fastq.gz	sebastes_spp
RR140817-02-02_S75_L001_R1_001.fastq.gz.aln.sam	RR140817-02-02_S75_L001_R1_001.fastq.gz	sebastes_spp
RR140905-02-01_S76_L001_R1_001.fastq.gz.aln.sam	RR140905-02-01_S76_L001_R1_001.fastq.gz	sebastes_spp
RR160823-01-05_S160_L001_R1_001.fastq.gz.aln.sam	RR160823-01-05_S160_L001_R1_001.fastq.gz	sebastes_spp
RR160823-01-3_S161_L001_R1_001.fastq.gz.aln.sam	RR160823-01-3_S161_L001_R1_001.fastq.gz	sebastes_spp
RR160823-01-6_S162_L001_R1_001.fastq.gz.aln.sam	RR160823-01-6_S162_L001_R1_001.fastq.gz	sebastes_spp
RR160823-02-01_S365_L001_R1_001.fastq.gz.aln.sam	RR160823-02-01_S365_L001_R1_001.fastq.gz	sebastes_spp
RR160823-02-02_S366_L001_R1_001.fastq.gz.aln.sam	RR160823-02-02_S366_L001_R1_001.fastq.gz	sebastes_spp
RR160823-02-14_S163_L001_R1_001.fastq.gz.aln.sam	RR160823-02-14_S163_L001_R1_001.fastq.gz	sebastes_spp
RR160823-03-1_S164_L001_R1_001.fastq.gz.aln.sam	RR160823-03-1_S164_L001_R1_001.fastq.gz	sebastes_spp
RR160823-04-4_S165_L001_R1_001.fastq.gz.aln.sam	RR160823-04-4_S165_L001_R1_001.fastq.gz	sebastes_spp
RR160823-04-5_S166_L001_R1_001.fastq.gz.aln.sam	RR160823-04-5_S166_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-223_S127_L001_R1_001.fastq.gz.aln.sam	RR160915-01-223_S127_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-228_S128_L001_R1_001.fastq.gz.aln.sam	RR160915-01-228_S128_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-234_S129_L001_R1_001.fastq.gz.aln.sam	RR160915-01-234_S129_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-239_S130_L001_R1_001.fastq.gz.aln.sam	RR160915-01-239_S130_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-244_S131_L001_R1_001.fastq.gz.aln.sam	RR160915-01-244_S131_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-251_S108_L001_R1_001.fastq.gz.aln.sam	RR160915-01-251_S108_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-257_S110_L001_R1_001.fastq.gz.aln.sam	RR160915-01-257_S110_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-263_S193_L001_R1_001.fastq.gz.aln.sam	RR160915-01-263_S193_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-267_S194_L001_R1_001.fastq.gz.aln.sam	RR160915-01-267_S194_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-270_S195_L001_R1_001.fastq.gz.aln.sam	RR160915-01-270_S195_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-273_S196_L001_R1_001.fastq.gz.aln.sam	RR160915-01-273_S196_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-276_S197_L001_R1_001.fastq.gz.aln.sam	RR160915-01-276_S197_L001_R1_001.fastq.gz	sebastes_spp
RR160915-01-280_S198_L001_R1_001.fastq.gz.aln.sam	RR160915-01-280_S198_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-101_S206_L001_R1_001.fastq.gz.aln.sam	RR160915-02-101_S206_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-104_S207_L001_R1_001.fastq.gz.aln.sam	RR160915-02-104_S207_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-107_S208_L001_R1_001.fastq.gz.aln.sam	RR160915-02-107_S208_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-75_S199_L001_R1_001.fastq.gz.aln.sam	RR160915-02-75_S199_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-78_S200_L001_R1_001.fastq.gz.aln.sam	RR160915-02-78_S200_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-82_S201_L001_R1_001.fastq.gz.aln.sam	RR160915-02-82_S201_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-86_S202_L001_R1_001.fastq.gz.aln.sam	RR160915-02-86_S202_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-91_S203_L001_R1_001.fastq.gz.aln.sam	RR160915-02-91_S203_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-95_S204_L001_R1_001.fastq.gz.aln.sam	RR160915-02-95_S204_L001_R1_001.fastq.gz	sebastes_spp
RR160915-02-98_S205_L001_R1_001.fastq.gz.aln.sam	RR160915-02-98_S205_L001_R1_001.fastq.gz	sebastes_spp
RR160915-03-21_S209_L001_R1_001.fastq.gz.aln.sam	RR160915-03-21_S209_L001_R1_001.fastq.gz	sebastes_spp
RR160915-03-27_S210_L001_R1_001.fastq.gz.aln.sam	RR160915-03-27_S210_L001_R1_001.fastq.gz	sebastes_spp
RR160915-03-33_S211_L001_R1_001.fastq.gz.aln.sam	RR160915-03-33_S211_L001_R1_001.fastq.gz	sebastes_spp
RR160915-03-36_S212_L001_R1_001.fastq.gz.aln.sam	RR160915-03-36_S212_L001_R1_001.fastq.gz	sebastes_spp
RR160915-03-41_S213_L001_R1_001.fastq.gz.aln.sam	RR160915-03-41_S213_L001_R1_001.fastq.gz	sebastes_spp
RR170510-01-02_S216_L001_R1_001.fastq.gz.aln.sam	RR170510-01-02_S216_L001_R1_001.fastq.gz	sebastes_spp
RR170510-02-02_S217_L001_R1_001.fastq.gz.aln.sam	RR170510-02-02_S217_L001_R1_001.fastq.gz	sebastes_spp
RR170516-01-57_S369_L001_R1_001.fastq.gz.aln.sam	RR170516-01-57_S369_L001_R1_001.fastq.gz	sebastes_spp
RR170516-01-58_S370_L001_R1_001.fastq.gz.aln.sam	RR170516-01-58_S370_L001_R1_001.fastq.gz	sebastes_spp
RR170516-01-60_S371_L001_R1_001.fastq.gz.aln.sam	RR170516-01-60_S371_L001_R1_001.fastq.gz	sebastes_spp
RR170516-02-02_S372_L001_R1_001.fastq.gz.aln.sam	RR170516-02-02_S372_L001_R1_001.fastq.gz	sebastes_spp
RR170525-01-04_S219_L001_R1_001.fastq.gz.aln.sam	RR170525-01-04_S219_L001_R1_001.fastq.gz	sebastes_spp
RR170525-01-05_S220_L001_R1_001.fastq.gz.aln.sam	RR170525-01-05_S220_L001_R1_001.fastq.gz	sebastes_spp
RR170525-02-10_S221_L001_R1_001.fastq.gz.aln.sam	RR170525-02-10_S221_L001_R1_001.fastq.gz	sebastes_spp
RR170525-03-07_S222_L001_R1_001.fastq.gz.aln.sam	RR170525-03-07_S222_L001_R1_001.fastq.gz	sebastes_spp
RR170815-01-01_S226_L001_R1_001.fastq.gz.aln.sam	RR170815-01-01_S226_L001_R1_001.fastq.gz	sebastes_spp
RR170815-04-01_S227_L001_R1_001.fastq.gz.aln.sam	RR170815-04-01_S227_L001_R1_001.fastq.gz	sebastes_spp
RR170815-04-02_S228_L001_R1_001.fastq.gz.aln.sam	RR170815-04-02_S228_L001_R1_001.fastq.gz	sebastes_spp
RR170815-04-03_S229_L001_R1_001.fastq.gz.aln.sam	RR170815-04-03_S229_L001_R1_001.fastq.gz	sebastes_spp
RR170907-01-02_S230_L001_R1_001.fastq.gz.aln.sam	RR170907-01-02_S230_L001_R1_001.fastq.gz	sebastes_spp
RR170914-01-01_S231_L001_R1_001.fastq.gz.aln.sam	RR170914-01-01_S231_L001_R1_001.fastq.gz	sebastes_spp
RR170914-02-02_S232_L001_R1_001.fastq.gz.aln.sam	RR170914-02-02_S232_L001_R1_001.fastq.gz	sebastes_spp
RR170914-02-03_S233_L001_R1_001.fastq.gz.aln.sam	RR170914-02-03_S233_L001_R1_001.fastq.gz	sebastes_spp
RR170914-02-04_S234_L001_R1_001.fastq.gz.aln.sam	RR170914-02-04_S234_L001_R1_001.fastq.gz	sebastes_spp
RR170914-02-05_S235_L001_R1_001.fastq.gz.aln.sam	RR170914-02-05_S235_L001_R1_001.fastq.gz	sebastes_spp
RR180621-02-02_S242_L001_R1_001.fastq.gz.aln.sam	RR180621-02-02_S242_L001_R1_001.fastq.gz	sebastes_spp
RR180719-01-01_S377_L001_R1_001.fastq.gz.aln.sam	RR180719-01-01_S377_L001_R1_001.fastq.gz	sebastes_spp
RR180817-04-01_S264_L001_R1_001.fastq.gz.aln.sam	RR180817-04-01_S264_L001_R1_001.fastq.gz	sebastes_spp
RR180829-03-01_S378_L001_R1_001.fastq.gz.aln.sam	RR180829-03-01_S378_L001_R1_001.fastq.gz	sebastes_spp
RR190601-04-07_S271_L001_R1_001.fastq.gz.aln.sam	RR190601-04-07_S271_L001_R1_001.fastq.gz	sebastes_spp
RR190623-01-35_S156_L001_R1_001.fastq.gz.aln.sam	RR190623-01-35_S156_L001_R1_001.fastq.gz	sebastes_spp
RR190706-02-21_S286_L001_R1_001.fastq.gz.aln.sam	RR190706-02-21_S286_L001_R1_001.fastq.gz	sebastes_spp
RR190706-03-15_S289_L001_R1_001.fastq.gz.aln.sam	RR190706-03-15_S289_L001_R1_001.fastq.gz	sebastes_spp
RR190722-01-01_S317_L001_R1_001.fastq.gz.aln.sam	RR190722-01-01_S317_L001_R1_001.fastq.gz	sebastes_spp
RR190722-01-02_S318_L001_R1_001.fastq.gz.aln.sam	RR190722-01-02_S318_L001_R1_001.fastq.gz	sebastes_spp
RR190722-03-04_S319_L001_R1_001.fastq.gz.aln.sam	RR190722-03-04_S319_L001_R1_001.fastq.gz	sebastes_spp
RR190722-03-06_S320_L001_R1_001.fastq.gz.aln.sam	RR190722-03-06_S320_L001_R1_001.fastq.gz	sebastes_spp
RR190722-04-15_S321_L001_R1_001.fastq.gz.aln.sam	RR190722-04-15_S321_L001_R1_001.fastq.gz	sebastes_spp
RR190809-02-04_S330_L001_R1_001.fastq.gz.aln.sam	RR190809-02-04_S330_L001_R1_001.fastq.gz	sebastes_spp
RR190809-03-04_S331_L001_R1_001.fastq.gz.aln.sam	RR190809-03-04_S331_L001_R1_001.fastq.gz	sebastes_spp
RR190809-03-09_S332_L001_R1_001.fastq.gz.aln.sam	RR190809-03-09_S332_L001_R1_001.fastq.gz	sebastes_spp
RR190809-04-07_S333_L001_R1_001.fastq.gz.aln.sam	RR190809-04-07_S333_L001_R1_001.fastq.gz	sebastes_spp
RR190809-04-12_S334_L001_R1_001.fastq.gz.aln.sam	RR190809-04-12_S334_L001_R1_001.fastq.gz	sebastes_spp
RR190830-01-05_S350_L001_R1_001.fastq.gz.aln.sam	RR190830-01-05_S350_L001_R1_001.fastq.gz	sebastes_spp
RR190830-02-03_S351_L001_R1_001.fastq.gz.aln.sam	RR190830-02-03_S351_L001_R1_001.fastq.gz	sebastes_spp
RR190830-02-06_S352_L001_R1_001.fastq.gz.aln.sam	RR190830-02-06_S352_L001_R1_001.fastq.gz	sebastes_spp
RR190830-03-05_S353_L001_R1_001.fastq.gz.aln.sam	RR190830-03-05_S353_L001_R1_001.fastq.gz	sebastes_spp
RR190830-03-09_S354_L001_R1_001.fastq.gz.aln.sam	RR190830-03-09_S354_L001_R1_001.fastq.gz	sebastes_spp
RR190914-01-01_S358_L001_R1_001.fastq.gz.aln.sam	RR190914-01-01_S358_L001_R1_001.fastq.gz	sebastes_spp
RR190914-04-02_S359_L001_R1_001.fastq.gz.aln.sam	RR190914-04-02_S359_L001_R1_001.fastq.gz	sebastes_spp
SchAC23BROO_9181_S384_L001_R1_001.fastq.gz.aln.sam	SchAC23BROO_9181_S384_L001_R1_001.fastq.gz	sebastes_spp
ScuAC23POOR_7621_S192_L001_R1_001.fastq.gz.aln.sam	ScuAC23POOR_7621_S192_L001_R1_001.fastq.gz	sebastes_spp
SneAC23POOR_7910_S96_L001_R1_001.fastq.gz.aln.sam	SneAC23POOR_7910_S96_L001_R1_001.fastq.gz	sebastes_spp
SneAC24CHAR_7801_S288_L001_R1_001.fastq.gz.aln.sam	SneAC24CHAR_7801_S288_L001_R1_001.fastq.gz	sebastes_spp
Undetermined_S0_L001_R1_001.fastq.gz.aln.sam	Undetermined_S0_L001_R1_001.fastq.gz	sebastes_spp
